   Elapsed_time	    ECG
          5.801	  0.177
          5.803	  0.185
          5.804	  0.185
          5.806	  0.185
          5.807	  0.192
          5.808	  0.208
          5.810	  0.208
          5.811	  0.200
          5.812	  0.208
          5.814	  0.215
          5.815	  0.215
          5.817	  0.208
          5.818	  0.200
          5.819	  0.208
          5.821	  0.215
          5.822	  0.223
          5.824	  0.223
          5.825	  0.223
          5.826	  0.231
          5.828	  0.238
          5.829	  0.238
          5.831	  0.238
          5.832	  0.246
          5.833	  0.246
          5.835	  0.254
          5.836	  0.246
          5.838	  0.262
          5.839	  0.262
          5.840	  0.269
          5.842	  0.269
          5.843	  0.269
          5.844	  0.277
          5.846	  0.277
          5.847	  0.285
          5.849	  0.285
          5.850	  0.285
          5.851	  0.285
          5.853	  0.292
          5.854	  0.300
          5.856	  0.308
          5.857	  0.300
          5.858	  0.308
          5.860	  0.308
          5.861	  0.308
          5.862	  0.323
          5.864	  0.315
          5.865	  0.315
          5.867	  0.308
          5.868	  0.308
          5.869	  0.300
          5.871	  0.308
          5.872	  0.315
          5.874	  0.308
          5.875	  0.300
          5.876	  0.292
          5.878	  0.285
          5.879	  0.285
          5.881	  0.277
          5.882	  0.277
          5.883	  0.269
          5.885	  0.269
          5.886	  0.269
          5.888	  0.285
          5.889	  0.269
          5.890	  0.269
          5.892	  0.277
          5.893	  0.277
          5.894	  0.262
          5.896	  0.269
          5.897	  0.262
          5.899	  0.254
          5.900	  0.254
          5.901	  0.262
          5.903	  0.254
          5.904	  0.254
          5.906	  0.254
          5.907	  0.254
          5.908	  0.254
          5.910	  0.246
          5.911	  0.238
          5.912	  0.246
          5.914	  0.246
          5.915	  0.238
          5.917	  0.238
          5.918	  0.238
          5.919	  0.223
          5.921	  0.231
          5.922	  0.238
          5.924	  0.223
          5.925	  0.215
          5.926	  0.208
          5.928	  0.223
          5.929	  0.223
          5.931	  0.208
          5.932	  0.208
          5.933	  0.192
          5.935	  0.192
          5.936	  0.192
          5.938	  0.192
          5.939	  0.185
          5.940	  0.169
          5.942	  0.177
          5.943	  0.177
          5.944	  0.169
          5.946	  0.177
          5.947	  0.185
          5.949	  0.185
          5.950	  0.177
          5.951	  0.169
          5.953	  0.177
          5.954	  0.185
          5.956	  0.177
          5.957	  0.177
          5.958	  0.192
          5.960	  0.192
          5.961	  0.177
          5.963	  0.185
          5.964	  0.192
          5.965	  0.192
          5.967	  0.200
          5.968	  0.192
          5.969	  0.185
          5.971	  0.192
          5.972	  0.200
          5.974	  0.200
          5.975	  0.192
          5.976	  0.200
          5.978	  0.208
          5.979	  0.208
          5.981	  0.200
          5.982	  0.200
          5.983	  0.208
          5.985	  0.200
          5.986	  0.200
          5.987	  0.208
          5.989	  0.200
          5.990	  0.192
          5.992	  0.192
          5.993	  0.185
          5.994	  0.192
          5.996	  0.208
          5.997	  0.192
          5.999	  0.192
          6.000	  0.185
          6.001	  0.200
          6.003	  0.192
          6.004	  0.208
          6.006	  0.208
          6.007	  0.208
          6.008	  0.200
          6.010	  0.200
          6.011	  0.192
          6.013	  0.208
          6.014	  0.208
          6.015	  0.192
          6.017	  0.208
          6.018	  0.200
          6.019	  0.192
          6.021	  0.192
          6.022	  0.208
          6.024	  0.192
          6.025	  0.192
          6.026	  0.192
          6.028	  0.192
          6.029	  0.192
          6.031	  0.192
          6.032	  0.192
          6.033	  0.185
          6.035	  0.185
          6.036	  0.192
          6.037	  0.192
          6.039	  0.192
          6.040	  0.185
          6.042	  0.192
          6.043	  0.185
          6.044	  0.177
          6.046	  0.192
          6.047	  0.185
          6.049	  0.177
          6.050	  0.185
          6.051	  0.185
          6.053	  0.177
          6.054	  0.185
          6.056	  0.185
          6.057	  0.177
          6.058	  0.177
          6.060	  0.177
          6.061	  0.177
          6.062	  0.192
          6.064	  0.192
          6.065	  0.185
          6.067	  0.192
          6.068	  0.185
          6.069	  0.185
          6.071	  0.192
          6.072	  0.208
          6.074	  0.215
          6.075	  0.215
          6.076	  0.208
          6.078	  0.223
          6.079	  0.231
          6.081	  0.238
          6.082	  0.246
          6.083	  0.262
          6.085	  0.292
          6.086	  0.315
          6.088	  0.323
          6.089	  0.331
          6.090	  0.354
          6.092	  0.377
          6.093	  0.392
          6.094	  0.408
          6.096	  0.423
          6.097	  0.431
          6.099	  0.454
          6.100	  0.462
          6.101	  0.477
          6.103	  0.492
          6.104	  0.508
          6.106	  0.531
          6.107	  0.546
          6.108	  0.546
          6.110	  0.569
          6.111	  0.592
          6.112	  0.608
          6.114	  0.615
          6.115	  0.654
          6.117	  0.662
          6.118	  0.677
          6.119	  0.708
          6.121	  0.738
          6.122	  0.746
          6.124	  0.792
          6.125	  0.831
          6.126	  0.862
          6.128	  0.908
          6.129	  0.954
          6.131	  0.985
          6.132	  1.015
          6.133	  1.038
          6.135	  1.000
          6.136	  0.977
          6.138	  0.969
          6.139	  0.954
          6.140	  0.931
          6.142	  0.923
          6.143	  0.892
          6.144	  0.838
          6.146	  0.792
          6.147	  0.746
          6.149	  0.708
          6.150	  0.662
          6.151	  0.600
          6.153	  0.554
          6.154	  0.508
          6.156	  0.462
          6.157	  0.423
          6.158	  0.362
          6.160	  0.323
          6.161	  0.285
          6.162	  0.246
          6.164	  0.223
          6.165	  0.238
          6.167	  0.231
          6.168	  0.223
          6.169	  0.231
          6.171	  0.215
          6.172	  0.192
          6.174	  0.200
          6.175	  0.208
          6.176	  0.200
          6.178	  0.192
          6.179	  0.185
          6.181	  0.177
          6.182	  0.169
          6.183	  0.154
          6.185	  0.154
          6.186	  0.154
          6.188	  0.162
          6.189	  0.154
          6.190	  0.154
          6.192	  0.146
          6.193	  0.131
          6.194	  0.146
          6.196	  0.146
          6.197	  0.138
          6.199	  0.131
          6.200	  0.138
          6.201	  0.138
          6.203	  0.131
          6.204	  0.146
          6.206	  0.146
          6.207	  0.146
          6.208	  0.146
          6.210	  0.146
          6.211	  0.115
          6.213	  0.108
          6.214	  0.123
          6.215	  0.123
          6.217	  0.108
          6.218	  0.115
          6.219	  0.123
          6.221	  0.131
          6.222	  0.131
          6.224	  0.131
          6.225	  0.123
          6.226	  0.115
          6.228	  0.108
          6.229	  0.115
          6.231	  0.100
          6.232	  0.100
          6.233	  0.108
          6.235	  0.100
          6.236	  0.092
          6.237	  0.100
          6.239	  0.115
          6.240	  0.108
          6.242	  0.092
          6.243	  0.092
          6.244	  0.100
          6.246	  0.108
          6.247	  0.100
          6.249	  0.085
          6.250	  0.077
          6.251	  0.085
          6.253	  0.092
          6.254	  0.092
          6.256	  0.092
          6.257	  0.085
          6.258	  0.085
          6.260	  0.085
          6.261	  0.085
          6.263	  0.077
          6.264	  0.085
          6.265	  0.085
          6.267	  0.077
          6.268	  0.077
          6.269	  0.085
          6.271	  0.092
          6.272	  0.085
          6.274	  0.077
          6.275	  0.062
          6.276	  0.077
          6.278	  0.085
          6.279	  0.092
          6.281	  0.077
          6.282	  0.077
          6.283	  0.069
          6.285	  0.062
          6.286	  0.062
          6.287	  0.069
          6.289	  0.069
          6.290	  0.069
          6.292	  0.054
          6.293	  0.046
          6.294	  0.054
          6.296	  0.054
          6.297	  0.062
          6.299	  0.054
          6.300	  0.046
          6.301	  0.046
          6.303	  0.062
          6.304	  0.062
          6.306	  0.038
          6.307	  0.038
          6.308	  0.062
          6.310	  0.054
          6.311	  0.054
          6.312	  0.062
          6.314	  0.062
          6.315	  0.054
          6.317	  0.054
          6.318	  0.046
          6.319	  0.038
          6.321	  0.038
          6.322	  0.046
          6.324	  0.054
          6.325	  0.038
          6.326	  0.031
          6.328	  0.038
          6.329	  0.054
          6.331	  0.046
          6.332	  0.046
          6.333	  0.031
          6.335	  0.031
          6.336	  0.038
          6.338	  0.031
          6.339	  0.046
          6.340	  0.038
          6.342	  0.046
          6.343	  0.054
          6.344	  0.038
          6.346	  0.038
          6.347	  0.038
          6.349	  0.046
          6.350	  0.031
          6.351	  0.023
          6.353	  0.031
          6.354	  0.046
          6.356	  0.031
          6.357	  0.023
          6.358	  0.015
          6.360	  0.023
          6.361	  0.023
          6.362	  0.008
          6.364	  0.008
          6.365	  0.008
          6.367	  0.000
          6.368	 -0.015
          6.369	 -0.008
          6.371	 -0.015
          6.372	 -0.023
          6.374	 -0.031
          6.375	 -0.023
          6.376	 -0.023
          6.378	 -0.031
          6.379	 -0.038
          6.381	 -0.038
          6.382	 -0.038
          6.383	 -0.046
          6.385	 -0.054
          6.386	 -0.054
          6.388	 -0.046
          6.389	 -0.038
          6.390	 -0.046
          6.392	 -0.046
          6.393	 -0.054
          6.394	 -0.046
          6.396	 -0.038
          6.397	 -0.038
          6.399	 -0.031
          6.400	 -0.023
          6.401	 -0.031
          6.403	 -0.031
          6.404	 -0.023
          6.406	 -0.023
          6.407	 -0.023
          6.408	 -0.015
          6.410	 -0.015
          6.411	 -0.031
          6.412	 -0.015
          6.414	 -0.015
          6.415	 -0.008
          6.417	 -0.008
          6.418	 -0.015
          6.419	 -0.008
          6.421	  0.008
          6.422	  0.000
          6.424	  0.000
          6.425	  0.015
          6.426	  0.015
          6.428	  0.008
          6.429	  0.008
          6.431	  0.031
          6.432	  0.038
          6.433	  0.023
          6.435	  0.023
          6.436	  0.038
          6.438	  0.031
          6.439	  0.023
          6.440	  0.038
          6.442	  0.046
          6.443	  0.038
          6.444	  0.046
          6.446	  0.046
          6.447	  0.054
          6.449	  0.054
          6.450	  0.054
          6.451	  0.046
          6.453	  0.054
          6.454	  0.062
          6.456	  0.062
          6.457	  0.054
          6.458	  0.062
          6.460	  0.054
          6.461	  0.054
          6.463	  0.069
          6.464	  0.069
          6.465	  0.062
          6.467	  0.069
          6.468	  0.077
          6.469	  0.077
          6.471	  0.077
          6.472	  0.077
          6.474	  0.077
          6.475	  0.092
          6.476	  0.092
          6.478	  0.100
          6.479	  0.108
          6.481	  0.100
          6.482	  0.108
          6.483	  0.100
          6.485	  0.100
          6.486	  0.108
          6.487	  0.115
          6.489	  0.123
          6.490	  0.115
          6.492	  0.123
          6.493	  0.123
          6.494	  0.131
          6.496	  0.123
          6.497	  0.131
          6.499	  0.138
          6.500	  0.131
          6.501	  0.131
          6.503	  0.131
          6.504	  0.131
          6.506	  0.131
          6.507	  0.131
          6.508	  0.131
          6.510	  0.138
          6.511	  0.146
          6.513	  0.154
          6.514	  0.154
          6.515	  0.154
          6.517	  0.154
          6.518	  0.154
          6.519	  0.169
          6.521	  0.169
          6.522	  0.162
          6.524	  0.177
          6.525	  0.177
          6.526	  0.177
          6.528	  0.169
          6.529	  0.169
          6.531	  0.169
          6.532	  0.162
          6.533	  0.154
          6.535	  0.169
          6.536	  0.169
          6.537	  0.169
          6.539	  0.162
          6.540	  0.177
          6.542	  0.192
          6.543	  0.200
          6.544	  0.192
          6.546	  0.185
          6.547	  0.185
          6.549	  0.192
          6.550	  0.185
          6.551	  0.185
          6.553	  0.200
          6.554	  0.192
          6.556	  0.185
          6.557	  0.185
          6.558	  0.192
          6.560	  0.192
          6.561	  0.192
          6.562	  0.192
          6.564	  0.185
          6.565	  0.192
          6.567	  0.192
          6.568	  0.200
          6.569	  0.208
          6.571	  0.215
          6.572	  0.208
          6.574	  0.200
          6.575	  0.200
          6.576	  0.208
          6.578	  0.200
          6.579	  0.200
          6.581	  0.200
          6.582	  0.200
          6.583	  0.185
          6.585	  0.185
          6.586	  0.192
          6.588	  0.200
          6.589	  0.208
          6.590	  0.215
          6.592	  0.215
          6.593	  0.215
          6.594	  0.215
          6.596	  0.215
          6.597	  0.200
          6.599	  0.208
          6.600	  0.215
          6.601	  0.215
          6.603	  0.215
          6.604	  0.208
          6.606	  0.208
          6.607	  0.200
          6.608	  0.200
          6.610	  0.200
          6.611	  0.208
          6.612	  0.215
          6.614	  0.215
          6.615	  0.208
          6.617	  0.208
          6.618	  0.192
          6.619	  0.192
          6.621	  0.200
          6.622	  0.208
          6.624	  0.208
          6.625	  0.200
          6.626	  0.208
          6.628	  0.215
          6.629	  0.200
          6.631	  0.200
          6.632	  0.208
          6.633	  0.200
          6.635	  0.200
          6.636	  0.200
          6.638	  0.192
          6.639	  0.200
          6.640	  0.192
          6.642	  0.177
          6.643	  0.177
          6.644	  0.185
          6.646	  0.200
          6.647	  0.200
          6.649	  0.200
          6.650	  0.208
          6.651	  0.200
          6.653	  0.192
          6.654	  0.208
          6.656	  0.208
          6.657	  0.200
          6.658	  0.200
          6.660	  0.215
          6.661	  0.208
          6.662	  0.208
          6.664	  0.200
          6.665	  0.208
          6.667	  0.208
          6.668	  0.208
          6.669	  0.208
          6.671	  0.215
          6.672	  0.215
          6.674	  0.208
          6.675	  0.215
          6.676	  0.208
          6.678	  0.215
          6.679	  0.215
          6.681	  0.208
          6.682	  0.200
          6.683	  0.208
          6.685	  0.215
          6.686	  0.215
          6.688	  0.208
          6.689	  0.208
          6.690	  0.215
          6.692	  0.215
          6.693	  0.223
          6.694	  0.200
          6.696	  0.215
          6.697	  0.215
          6.699	  0.200
          6.700	  0.208
          6.701	  0.215
          6.703	  0.215
          6.704	  0.223
          6.706	  0.215
          6.707	  0.215
          6.708	  0.208
          6.710	  0.215
          6.711	  0.208
          6.713	  0.208
          6.714	  0.215
          6.715	  0.208
          6.717	  0.200
          6.718	  0.200
          6.719	  0.208
          6.721	  0.208
          6.722	  0.200
          6.724	  0.200
          6.725	  0.208
          6.726	  0.200
          6.728	  0.192
          6.729	  0.192
          6.731	  0.200
          6.732	  0.185
          6.733	  0.177
          6.735	  0.185
          6.736	  0.192
          6.737	  0.192
          6.739	  0.185
          6.740	  0.185
          6.742	  0.192
          6.743	  0.185
          6.744	  0.185
          6.746	  0.185
          6.747	  0.192
          6.749	  0.185
          6.750	  0.192
          6.751	  0.177
          6.753	  0.185
          6.754	  0.192
          6.756	  0.192
          6.757	  0.192
          6.758	  0.192
          6.760	  0.185
          6.761	  0.192
          6.763	  0.192
          6.764	  0.185
          6.765	  0.185
          6.767	  0.177
          6.768	  0.185
          6.769	  0.185
          6.771	  0.185
          6.772	  0.169
          6.774	  0.185
          6.775	  0.185
          6.776	  0.185
          6.778	  0.185
          6.779	  0.192
          6.781	  0.208
          6.782	  0.200
          6.783	  0.208
          6.785	  0.200
          6.786	  0.192
          6.787	  0.192
          6.789	  0.200
          6.790	  0.192
          6.792	  0.185
          6.793	  0.192
          6.794	  0.192
          6.796	  0.185
          6.797	  0.192
          6.799	  0.185
          6.800	  0.177
          6.801	  0.169
          6.803	  0.177
          6.804	  0.177
          6.806	  0.185
          6.807	  0.192
          6.808	  0.185
          6.810	  0.185
          6.811	  0.200
          6.812	  0.200
          6.814	  0.200
          6.815	  0.200
          6.817	  0.200
          6.818	  0.192
          6.819	  0.192
          6.821	  0.192
          6.822	  0.200
          6.824	  0.192
          6.825	  0.185
          6.826	  0.185
          6.828	  0.177
          6.829	  0.192
          6.831	  0.185
          6.832	  0.177
          6.833	  0.185
          6.835	  0.177
          6.836	  0.185
          6.838	  0.192
          6.839	  0.192
          6.840	  0.192
          6.842	  0.200
          6.843	  0.192
          6.844	  0.200
          6.846	  0.208
          6.847	  0.208
          6.849	  0.192
          6.850	  0.200
          6.851	  0.200
          6.853	  0.192
          6.854	  0.192
          6.856	  0.192
          6.857	  0.185
          6.858	  0.177
          6.860	  0.169
          6.861	  0.185
          6.862	  0.185
          6.864	  0.177
          6.865	  0.169
          6.867	  0.162
          6.868	  0.154
          6.869	  0.169
          6.871	  0.162
          6.872	  0.169
          6.874	  0.162
          6.875	  0.162
          6.876	  0.162
          6.878	  0.162
          6.879	  0.169
          6.881	  0.169
          6.882	  0.169
          6.883	  0.162
          6.885	  0.154
          6.886	  0.177
          6.888	  0.185
          6.889	  0.154
          6.890	  0.162
          6.892	  0.177
          6.893	  0.169
          6.894	  0.177
          6.896	  0.185
          6.897	  0.177
          6.899	  0.162
          6.900	  0.162
          6.901	  0.162
          6.903	  0.162
          6.904	  0.185
          6.906	  0.169
          6.907	  0.154
          6.908	  0.169
          6.910	  0.169
          6.911	  0.169
          6.912	  0.177
          6.914	  0.177
          6.915	  0.169
          6.917	  0.162
          6.918	  0.169
          6.919	  0.177
          6.921	  0.177
          6.922	  0.177
          6.924	  0.169
          6.925	  0.169
          6.926	  0.169
          6.928	  0.169
          6.929	  0.169
          6.931	  0.177
          6.932	  0.169
          6.933	  0.154
          6.935	  0.162
          6.936	  0.169
          6.938	  0.169
          6.939	  0.177
          6.940	  0.162
          6.942	  0.162
          6.943	  0.169
          6.944	  0.169
          6.946	  0.169
          6.947	  0.169
          6.949	  0.177
          6.950	  0.169
          6.951	  0.162
          6.953	  0.169
          6.954	  0.169
          6.956	  0.162
          6.957	  0.169
          6.958	  0.154
          6.960	  0.162
          6.961	  0.169
          6.963	  0.162
          6.964	  0.169
          6.965	  0.177
          6.967	  0.169
          6.968	  0.162
          6.969	  0.169
          6.971	  0.177
          6.972	  0.162
          6.974	  0.162
          6.975	  0.169
          6.976	  0.154
          6.978	  0.162
          6.979	  0.162
          6.981	  0.154
          6.982	  0.162
          6.983	  0.162
          6.985	  0.154
          6.986	  0.162
          6.987	  0.169
          6.989	  0.177
          6.990	  0.177
          6.992	  0.177
          6.993	  0.185
          6.994	  0.185
          6.996	  0.177
          6.997	  0.169
          6.999	  0.162
          7.000	  0.162
          7.001	  0.162
          7.003	  0.162
          7.004	  0.169
          7.006	  0.162
          7.007	  0.169
          7.008	  0.162
          7.010	  0.154
          7.011	  0.162
          7.013	  0.162
          7.014	  0.162
          7.015	  0.162
          7.017	  0.162
          7.018	  0.162
          7.019	  0.177
          7.021	  0.177
          7.022	  0.169
          7.024	  0.169
          7.025	  0.169
          7.026	  0.162
          7.028	  0.162
          7.029	  0.169
          7.031	  0.169
          7.032	  0.162
          7.033	  0.162
          7.035	  0.162
          7.036	  0.162
          7.037	  0.162
          7.039	  0.169
          7.040	  0.154
          7.042	  0.154
          7.043	  0.169
          7.044	  0.169
          7.046	  0.162
          7.047	  0.169
          7.049	  0.177
          7.050	  0.169
          7.051	  0.169
          7.053	  0.169
          7.054	  0.177
          7.056	  0.169
          7.057	  0.169
          7.058	  0.162
          7.060	  0.162
          7.061	  0.154
          7.062	  0.169
          7.064	  0.154
          7.065	  0.162
          7.067	  0.154
          7.068	  0.154
          7.069	  0.154
          7.071	  0.162
          7.072	  0.154
          7.074	  0.162
          7.075	  0.169
          7.076	  0.169
          7.078	  0.162
          7.079	  0.169
          7.081	  0.169
          7.082	  0.169
          7.083	  0.162
          7.085	  0.169
          7.086	  0.177
          7.088	  0.169
          7.089	  0.169
          7.090	  0.154
          7.092	  0.162
          7.093	  0.162
          7.094	  0.154
          7.096	  0.162
          7.097	  0.169
          7.099	  0.146
          7.100	  0.154
          7.101	  0.162
          7.103	  0.162
          7.104	  0.162
          7.106	  0.169
          7.107	  0.162
          7.108	  0.162
          7.110	  0.169
          7.111	  0.162
          7.112	  0.162
          7.114	  0.169
          7.115	  0.169
          7.117	  0.169
          7.118	  0.169
          7.119	  0.169
          7.121	  0.162
          7.122	  0.162
          7.124	  0.162
          7.125	  0.162
          7.126	  0.169
          7.128	  0.162
          7.129	  0.169
          7.131	  0.162
          7.132	  0.169
          7.133	  0.177
          7.135	  0.169
          7.136	  0.162
          7.138	  0.154
          7.139	  0.162
          7.140	  0.154
          7.142	  0.162
          7.143	  0.169
          7.144	  0.177
          7.146	  0.169
          7.147	  0.177
          7.149	  0.185
          7.150	  0.192
          7.151	  0.177
          7.153	  0.185
          7.154	  0.192
          7.156	  0.185
          7.157	  0.169
          7.158	  0.177
          7.160	  0.169
          7.161	  0.169
          7.162	  0.177
          7.164	  0.169
          7.165	  0.154
          7.167	  0.162
          7.168	  0.162
          7.169	  0.154
          7.171	  0.154
          7.172	  0.162
          7.174	  0.162
          7.175	  0.162
          7.176	  0.169
          7.178	  0.162
          7.179	  0.177
          7.181	  0.169
          7.182	  0.177
          7.183	  0.169
          7.185	  0.177
          7.186	  0.177
          7.188	  0.177
          7.189	  0.169
          7.190	  0.177
          7.192	  0.169
          7.193	  0.169
          7.194	  0.177
          7.196	  0.185
          7.197	  0.185
          7.199	  0.185
          7.200	  0.200
          7.201	  0.200
          7.203	  0.192
          7.204	  0.200
          7.206	  0.208
          7.207	  0.200
          7.208	  0.185
          7.210	  0.192
          7.211	  0.200
          7.213	  0.185
          7.214	  0.185
          7.215	  0.177
          7.217	  0.177
          7.218	  0.169
          7.219	  0.185
          7.221	  0.185
          7.222	  0.169
          7.224	  0.169
          7.225	  0.185
          7.226	  0.185
          7.228	  0.192
          7.229	  0.200
          7.231	  0.192
          7.232	  0.192
          7.233	  0.200
          7.235	  0.192
          7.236	  0.192
          7.237	  0.192
          7.239	  0.192
          7.240	  0.192
          7.242	  0.200
          7.243	  0.200
          7.244	  0.192
          7.246	  0.185
          7.247	  0.177
          7.249	  0.162
          7.250	  0.162
          7.251	  0.169
          7.253	  0.169
          7.254	  0.162
          7.256	  0.169
          7.257	  0.177
          7.258	  0.177
          7.260	  0.169
          7.261	  0.177
          7.263	  0.177
          7.264	  0.185
          7.265	  0.177
          7.267	  0.177
          7.268	  0.169
          7.269	  0.185
          7.271	  0.185
          7.272	  0.185
          7.274	  0.177
          7.275	  0.154
          7.276	  0.169
          7.278	  0.185
          7.279	  0.169
          7.281	  0.162
          7.282	  0.169
          7.283	  0.169
          7.285	  0.162
          7.286	  0.169
          7.287	  0.177
          7.289	  0.177
          7.290	  0.185
          7.292	  0.177
          7.293	  0.177
          7.294	  0.185
          7.296	  0.185
          7.297	  0.185
          7.299	  0.185
          7.300	  0.185
          7.301	  0.185
          7.303	  0.177
          7.304	  0.177
          7.306	  0.169
          7.307	  0.169
          7.308	  0.169
          7.310	  0.169
          7.311	  0.169
          7.312	  0.177
          7.314	  0.169
          7.315	  0.177
          7.317	  0.185
          7.318	  0.192
          7.319	  0.192
          7.321	  0.192
          7.322	  0.200
          7.324	  0.185
          7.325	  0.192
          7.326	  0.200
          7.328	  0.200
          7.329	  0.192
          7.331	  0.192
          7.332	  0.192
          7.333	  0.169
          7.335	  0.169
          7.336	  0.177
          7.338	  0.169
          7.339	  0.177
          7.340	  0.169
          7.342	  0.162
          7.343	  0.162
          7.344	  0.162
          7.346	  0.162
          7.347	  0.169
          7.349	  0.162
          7.350	  0.177
          7.351	  0.169
          7.353	  0.185
          7.354	  0.192
          7.356	  0.208
          7.357	  0.208
          7.358	  0.200
          7.360	  0.208
          7.361	  0.208
          7.362	  0.215
          7.364	  0.223
          7.365	  0.223
          7.367	  0.223
          7.368	  0.231
          7.369	  0.231
          7.371	  0.231
          7.372	  0.223
          7.374	  0.215
          7.375	  0.223
          7.376	  0.223
          7.378	  0.223
          7.379	  0.223
          7.381	  0.238
          7.382	  0.231
          7.383	  0.231
          7.385	  0.238
          7.386	  0.254
          7.388	  0.238
          7.389	  0.238
          7.390	  0.246
          7.392	  0.246
          7.393	  0.238
          7.394	  0.215
          7.396	  0.215
          7.397	  0.223
          7.399	  0.208
          7.400	  0.208
          7.401	  0.200
          7.403	  0.208
          7.404	  0.208
          7.406	  0.200
          7.407	  0.215
          7.408	  0.215
          7.410	  0.200
          7.411	  0.208
          7.412	  0.231
          7.414	  0.208
          7.415	  0.200
          7.417	  0.208
          7.418	  0.208
          7.419	  0.200
          7.421	  0.200
          7.422	  0.192
          7.424	  0.192
          7.425	  0.200
          7.426	  0.208
          7.428	  0.208
          7.429	  0.200
          7.431	  0.208
          7.432	  0.208
          7.433	  0.208
          7.435	  0.215
          7.436	  0.200
          7.438	  0.192
          7.439	  0.200
          7.440	  0.200
          7.442	  0.192
          7.443	  0.200
          7.444	  0.200
          7.446	  0.192
          7.447	  0.192
          7.449	  0.185
          7.450	  0.185
          7.451	  0.200
          7.453	  0.200
          7.454	  0.192
          7.456	  0.192
          7.457	  0.185
          7.458	  0.185
          7.460	  0.177
          7.461	  0.185
          7.463	  0.177
          7.464	  0.177
          7.465	  0.169
          7.467	  0.169
          7.468	  0.146
          7.469	  0.154
          7.471	  0.146
          7.472	  0.162
          7.474	  0.162
          7.475	  0.154
          7.476	  0.169
          7.478	  0.177
          7.479	  0.177
          7.481	  0.177
          7.482	  0.169
          7.483	  0.177
          7.485	  0.185
          7.486	  0.177
          7.487	  0.177
          7.489	  0.185
          7.490	  0.185
          7.492	  0.177
          7.493	  0.169
          7.494	  0.177
          7.496	  0.169
          7.497	  0.169
          7.499	  0.177
          7.500	  0.177
          7.501	  0.185
          7.503	  0.177
          7.504	  0.169
          7.506	  0.162
          7.507	  0.162
          7.508	  0.169
          7.510	  0.177
          7.511	  0.177
          7.513	  0.169
          7.514	  0.162
          7.515	  0.169
          7.517	  0.169
          7.518	  0.162
          7.519	  0.169
          7.521	  0.169
          7.522	  0.162
          7.524	  0.177
          7.525	  0.192
          7.526	  0.200
          7.528	  0.200
          7.529	  0.208
          7.531	  0.215
          7.532	  0.223
          7.533	  0.238
          7.535	  0.262
          7.536	  0.285
          7.537	  0.300
          7.539	  0.331
          7.540	  0.354
          7.542	  0.346
          7.543	  0.346
          7.544	  0.346
          7.546	  0.354
          7.547	  0.338
          7.549	  0.338
          7.550	  0.346
          7.551	  0.331
          7.553	  0.308
          7.554	  0.269
          7.556	  0.254
          7.557	  0.238
          7.558	  0.215
          7.560	  0.192
          7.561	  0.177
          7.562	  0.169
          7.564	  0.146
          7.565	  0.115
          7.567	  0.100
          7.568	  0.085
          7.569	  0.069
          7.571	  0.062
          7.572	  0.069
          7.574	  0.069
          7.575	  0.054
          7.576	  0.062
          7.578	  0.077
          7.579	  0.085
          7.581	  0.092
          7.582	  0.100
          7.583	  0.092
          7.585	  0.100
          7.586	  0.108
          7.588	  0.123
          7.589	  0.131
          7.590	  0.131
          7.592	  0.138
          7.593	  0.154
          7.594	  0.146
          7.596	  0.146
          7.597	  0.162
          7.599	  0.169
          7.600	  0.169
          7.601	  0.169
          7.603	  0.177
          7.604	  0.162
          7.606	  0.162
          7.607	  0.169
          7.608	  0.138
          7.610	  0.154
          7.611	  0.169
          7.612	  0.162
          7.614	  0.154
          7.615	  0.154
          7.617	  0.138
          7.618	  0.131
          7.619	  0.146
          7.621	  0.154
          7.622	  0.154
          7.624	  0.154
          7.625	  0.162
          7.626	  0.169
          7.628	  0.185
          7.629	  0.192
          7.631	  0.185
          7.632	  0.177
          7.633	  0.177
          7.635	  0.177
          7.636	  0.169
          7.638	  0.162
          7.639	  0.154
          7.640	  0.169
          7.642	  0.154
          7.643	  0.162
          7.644	  0.169
          7.646	  0.177
          7.647	  0.169
          7.649	  0.177
          7.650	  0.177
          7.651	  0.177
          7.653	  0.185
          7.654	  0.177
          7.656	  0.177
          7.657	  0.185
          7.658	  0.185
          7.660	  0.192
          7.661	  0.192
          7.662	  0.185
          7.664	  0.185
          7.665	  0.169
          7.667	  0.169
          7.668	  0.169
          7.669	  0.162
          7.671	  0.162
          7.672	  0.162
          7.674	  0.154
          7.675	  0.146
          7.676	  0.146
          7.678	  0.146
          7.679	  0.138
          7.681	  0.138
          7.682	  0.138
          7.683	  0.138
          7.685	  0.162
          7.686	  0.177
          7.688	  0.177
          7.689	  0.185
          7.690	  0.185
          7.692	  0.185
          7.693	  0.192
          7.694	  0.177
          7.696	  0.169
          7.697	  0.177
          7.699	  0.154
          7.700	  0.146
          7.701	  0.162
          7.703	  0.169
          7.704	  0.154
          7.706	  0.162
          7.707	  0.177
          7.708	  0.162
          7.710	  0.177
          7.711	  0.185
          7.713	  0.177
          7.714	  0.185
          7.715	  0.192
          7.717	  0.177
          7.718	  0.185
          7.719	  0.192
          7.721	  0.192
          7.722	  0.185
          7.724	  0.192
          7.725	  0.192
          7.726	  0.192
          7.728	  0.185
          7.729	  0.192
          7.731	  0.185
          7.732	  0.185
          7.733	  0.185
          7.735	  0.192
          7.736	  0.192
